private_entity,external_uri,confidence,description,wikidata_id,wikidata_label
Lorraine Copeland,http://www.wikidata.org/entity/Q533380,1.0,British archaeologist (1921–2013),Q533380,Lorraine Copeland
Peter Wescombe,http://www.wikidata.org/entity/Q18575887,1.0,British diplomat,Q18575887,Peter Wescombe
1964,http://www.wikidata.org/entity/Q2652,1.0,year,Q2652,1964
Diana Kirkbride,http://www.wikidata.org/entity/Q5271203,1.0,British archaeologist (1915-1997),Q5271203,Diana Kirkbride
Roger Saidah,http://www.wikidata.org/entity/Q98852778,1.0,(1930-1979),Q98852778,Roger Saidah
Bronze Age,http://www.wikidata.org/entity/Q11761,1.0,"prehistoric period and age studied in archaeology, part of the Holocene Epoch",Q11761,Bronze Age
Middle Bronze Age,http://www.wikidata.org/entity/Q17175310,1.0,"a period in ancient history following the Stone Age, characterized by the discovery of bronze and advancements in civilization",Q17175310,Middle Bronze Age
2011,http://www.wikidata.org/entity/Q1994,1.0,year,Q1994,2011
26 June 2012,http://www.wikidata.org/entity/Q17982466,0.77,date,Q17982466,"June 26, 2012"
Gaby Layoun,http://www.wikidata.org/entity/Q3094185,1.0,Minister of Culture,Q3094185,Gaby Layoun
Layoun,http://www.wikidata.org/entity/Q55229735,0.973,family name,Q55229735,Layouni
Nautical Archaeology,http://www.wikidata.org/entity/Q10335820,0.883,organization,Q10335820,Nautical Archaeology Society
Marburg,http://www.wikidata.org/entity/Q3869,1.0,"city in Hesse, Germany, and seat of Landkreis Marburg-Biedenkopf",Q3869,Marburg
Germany,http://www.wikidata.org/entity/Q183,1.0,country in Central Europe,Q183,Germany
140 BC,http://www.wikidata.org/entity/Q4792,1.0,year,Q4792,140 BC
Diodotus Tryphon,http://www.wikidata.org/entity/Q297651,1.0,Seleucid king,Q297651,Diodotus Tryphon
Antiochus VII Sidetes,http://www.wikidata.org/entity/Q294945,1.0,king of Seleucid Empire from 138 to 129 BC,Q294945,Antiochus VII Sidetes
Laodicea,http://www.wikidata.org/entity/Q4006753,1.0,genus of cnidarians,Q4006753,Laodicea
Phoenicia,http://www.wikidata.org/entity/Q41642,1.0,ancient Semitic maritime civilization,Q41642,Phoenicia
1991,http://www.wikidata.org/entity/Q2062,1.0,year,Q2062,1991
1993,http://www.wikidata.org/entity/Q2065,1.0,year,Q2065,1993
Berytus,http://www.wikidata.org/entity/Q21446333,1.0,genus of insects,Q21446333,Berytus
Tyche,http://www.wikidata.org/entity/Q203019,1.0,Öpik–Oort Comet Cloud hypothetical planet,Q203019,Tyche
Aldus Manutius,http://www.wikidata.org/entity/Q213220,1.0,Italian printer and humanist (1449-1515),Q213220,Aldus Manutius
15th century,http://www.wikidata.org/entity/Q7018,1.0,century,Q7018,15th century
Venice,http://www.wikidata.org/entity/Q773853,1.0,"beachfront neighborhood in Los Angeles, California, USA",Q773853,Venice
Tigranes,http://www.wikidata.org/entity/Q4457116,1.0,Wikimedia disambiguation page,Q4457116,Tigranes
Armenia,http://www.wikidata.org/entity/Q399,1.0,sovereign state in the South Caucasus region of Eurasia,Q399,Armenia
Syria,http://www.wikidata.org/entity/Q858,1.0,country in West Asia,Q858,Syria
Pompey,http://www.wikidata.org/entity/Q212966,1.0,"commune in Meurthe-et-Moselle, France",Q212966,Pompey
64 BC,http://www.wikidata.org/entity/Q41887,1.0,year,Q41887,64 BC
the Roman Empire,http://www.wikidata.org/entity/Q67320810,1.0,book by Paul Veyne published at 1997,Q67320810,The Roman Empire
Rome,http://www.wikidata.org/entity/Q220,1.0,capital and largest city of Italy,Q220,Rome
Claudius,http://www.wikidata.org/entity/Q19869364,1.0,male given name,Q19869364,Claudius
Heliopolis,http://www.wikidata.org/entity/Q2739389,1.0,Cairo suburb,Q2739389,Heliopolis
Baalbek,http://www.wikidata.org/entity/Q178835,1.0,"city in Baalbek-Hermel, Lebanon",Q178835,Baalbek
14 BC,http://www.wikidata.org/entity/Q39685,1.0,year,Q39685,14 BC
Herod the Great,http://www.wikidata.org/entity/Q51672,1.0,king of Judea from 37/6 BCE to 4/1 BCE,Q51672,Herod the Great
Augustus,http://www.wikidata.org/entity/Q770041,1.0,male given name,Q770041,Augustus
Papinian,http://www.wikidata.org/entity/Q315765,1.0,Roman jurist (142–212),Q315765,Papinian
Ulpian,http://www.wikidata.org/entity/Q310076,1.0,early 3rd century Roman jurist,Q310076,Ulpian
Sozomen,http://www.wikidata.org/entity/Q354350,1.0,Byzantine historian,Q354350,Sozomen
Justinian,http://www.wikidata.org/entity/Q20743259,1.0,male given name,Q20743259,Justinian
551,http://www.wikidata.org/entity/Q851173,1.0,natural number,Q851173,551
Acre,http://www.wikidata.org/entity/Q40780,1.0,state in the North Region of Brazil,Q40780,Acre
Israel,http://www.wikidata.org/entity/Q801,1.0,country in West Asia,Q801,Israel
the Middle Ages,http://www.wikidata.org/entity/Q60998223,1.0,play written by A. R. Gurney Jr.,Q60998223,The middle ages
Saladin,http://www.wikidata.org/entity/Q37447175,1.0,family name,Q37447175,Saladin
1187,http://www.wikidata.org/entity/Q12681260,1.0,natural number,Q12681260,1187
Henry I,http://www.wikidata.org/entity/Q367571,1.0,"921–955, Duke of Bavaria",Q367571,Henry I
Ibelin,http://www.wikidata.org/entity/Q1142429,1.0,noble family,Q1142429,Ibelin
1204,http://www.wikidata.org/entity/Q12681272,1.0,natural number,Q12681272,1204
1291,http://www.wikidata.org/entity/Q12681316,1.0,natural number,Q12681316,1291
al-Ashraf Khalil,http://www.wikidata.org/entity/Q392815,1.0,Sultan of Egypt and Syria (r. 1290–1293),Q392815,Al-Ashraf Khalil
Fakhr-al-Din II,http://www.wikidata.org/entity/Q579354,1.0,Lebanese prince,Q579354,Fakhr-al-Din II
Jezzar Pasha,http://www.wikidata.org/entity/Q2453214,1.0,18th-century Ottoman governor,Q2453214,Jezzar Pasha
Abdullah Pasha,http://www.wikidata.org/entity/Q21523874,1.0,Wikimedia disambiguation page,Q21523874,Abdullah Pasha
Egypt,http://www.wikidata.org/entity/Q79,1.0,country in Northeast Africa and Southwest Asia,Q79,Egypt
Tafil Buzi,http://www.wikidata.org/entity/Q7674976,1.0,Albanian rebel,Q7674976,Tafil Buzi
France,http://www.wikidata.org/entity/Q142,1.0,"country in Western Europe and other continents (through its overseas territories in America, Africa and Oceania)",Q142,France
Sursock,http://www.wikidata.org/entity/Q124386364,1.0,family name,Q124386364,Sursock
Mount Lebanon,http://www.wikidata.org/entity/Q333711,1.0,mountain range in Lebanon,Q333711,Mount Lebanon
1888,http://www.wikidata.org/entity/Q7829,1.0,year,Q7829,1888
Europe,http://www.wikidata.org/entity/Q46,1.0,terrestrial continent located in north-western Eurasia,Q46,Europe
the American University of Beirut,http://www.wikidata.org/entity/Q136194608,1.0,book 2011,Q136194608,The American University of Beirut
1907,http://www.wikidata.org/entity/Q2048,1.0,year,Q2048,1907
Marseille,http://www.wikidata.org/entity/Q23482,1.0,"French commune in Bouches-du-Rhône, Provence-Alpes-Côte d'Azur; the second largest city of France",Q23482,Marseille
Encyclopædia Britannica,http://www.wikidata.org/entity/Q455,1.0,"general knowledge English-language encyclopaedia, first published in Scotland in 1768",Q455,Encyclopædia Britannica
Salim Ali Salam,http://www.wikidata.org/entity/Q7404551,1.0,Lebanese politician,Q7404551,Salim Ali Salam
2003,http://www.wikidata.org/entity/Q1986,1.0,year,Q1986,2003
the Ottoman Empire,http://www.wikidata.org/entity/Q2564225,0.816,aspect of history,Q2564225,history of the Ottoman Empire
1943,http://www.wikidata.org/entity/Q18623,1.0,year,Q18623,1943
Persian Gulf,http://www.wikidata.org/entity/Q34675,1.0,extension of the Indian Ocean,Q34675,Persian Gulf
2005,http://www.wikidata.org/entity/Q2019,1.0,year,Q2019,2005
the first two years,http://www.wikidata.org/entity/Q59451845,0.446,scientific article published in the Astrophysical Journal,Q59451845,The first two years of electromagnetic follow-up with advanced LIGO and Virgo
West Beirut,http://www.wikidata.org/entity/Q1423485,1.0,1998 film by Ziad Doueiri,Q1423485,West Beirut
Aoun,http://www.wikidata.org/entity/Q21489116,1.0,family name,Q21489116,Aoun
Syrian Armed Forces,http://www.wikidata.org/entity/Q849180,1.0,combined military forces of the Syria,Q849180,Syrian Armed Forces
Salim Al-Huss,http://www.wikidata.org/entity/Q2094707,1.0,Lebanese statesman (1929–2024),Q2094707,Salim al-Huss
2006,http://www.wikidata.org/entity/Q2021,1.0,year,Q2021,2006
Solidere,http://www.wikidata.org/entity/Q1634026,1.0,The Lebanese Company for the Development and Reconstruction of Beirut Central District,Q1634026,Solidere
Rafic Hariri,http://www.wikidata.org/entity/Q192778,0.967,"Prime Minister of Lebanon (1992–1998, 2000–2004)",Q192778,Rafiq Hariri
2016,http://www.wikidata.org/entity/Q25245,1.0,year,Q25245,2016
Hezbollah,http://www.wikidata.org/entity/Q41053,1.0,Iranian-backed Shia Islamist political party and armed organization in Lebanon,Q41053,Hezbollah
13 July 2006,http://www.wikidata.org/entity/Q14615478,0.77,date,Q14615478,"July 13, 2006"
May 2008,http://www.wikidata.org/entity/Q235466,1.0,month of 2008,Q235466,May 2008
Doha,http://www.wikidata.org/entity/Q3861,1.0,capital of Qatar,Q3861,Doha
19 October 2012,http://www.wikidata.org/entity/Q17981948,0.824,date,Q17981948,"October 19, 2012"
Wissam al-Hassan,http://www.wikidata.org/entity/Q733452,1.0,Lebanese security official (1965-2012),Q733452,Wissam al-Hassan
the Central District,http://www.wikidata.org/entity/Q78385593,0.51,scientific article published on 01 March 1965,Q78385593,THE CENTRAL DISTRICT SEROLOGICAL LABORATORIES OF THE KALININ REGION
Mohamad Chatah,http://www.wikidata.org/entity/Q3318922,1.0,former minister of finance and ambassador to the United States (1951-2013),Q3318922,Mohamad Chatah
8 August 2020,http://www.wikidata.org/entity/Q57396847,0.865,date,Q57396847,"August 8, 2020"
10 August 2020,http://www.wikidata.org/entity/Q57396849,0.809,date,Q57396849,"August 10, 2020"
Ashrafieh,http://www.wikidata.org/entity/Q722925,1.0,quarter of Beirut,Q722925,Ashrafieh
Csa,http://www.wikidata.org/entity/Q853609,0.8,male given name,Q853609,Csaba
days,http://www.wikidata.org/entity/Q3522220,1.0,song by The Kinks,Q3522220,Days
spring,http://www.wikidata.org/entity/Q124714,1.0,terrestrial water source,Q124714,spring
Winter,http://www.wikidata.org/entity/Q1485942,1.0,family name,Q1485942,Winter
October,http://www.wikidata.org/entity/Q124,1.0,tenth month in the Julian and Gregorian calendars,Q124,October
many days,http://www.wikidata.org/entity/Q45085421,0.158,scientific article published on 23 October 2012,Q45085421,Many days at home during neutropenia after allogeneic hematopoietic stem cell transplantation correlates with low incidence of acute graft-versus-host disease
March 2016,http://www.wikidata.org/entity/Q19249151,1.0,month of 2016,Q19249151,March 2016
Badaro,http://www.wikidata.org/entity/Q12473216,1.0,"village in East Bolaang Mongondow Regency, North Sulawesi, Indonesia",Q12473216,Badaro
Mar Mikhaël,http://www.wikidata.org/entity/Q18352478,1.0,75th sector of Beirut,Q18352478,Mar Mikhaël
Bourj el-Barajneh,http://www.wikidata.org/entity/Q2928491,1.0,human settlement in Lebanon,Q2928491,Bourj el-Barajneh
Ghobeiry,http://www.wikidata.org/entity/Q25230591,1.0,"place in Mount Lebanon, Lebanon",Q25230591,Ghobeiry
Jnah,http://www.wikidata.org/entity/Q14206017,1.0,,Q14206017,Jnah
Ouzai,http://www.wikidata.org/entity/Q130638197,1.0,quarter of Beirut,Q130638197,Ouzai
Haret Hreik,http://www.wikidata.org/entity/Q915829,1.0,human settlement in Lebanon,Q915829,Haret Hreik
Hadath,http://www.wikidata.org/entity/Q3125532,1.0,"place in Mount Lebanon, Lebanon",Q3125532,Hadath
Sin el Fil,http://www.wikidata.org/entity/Q984827,1.0,"suburb east of Beirut, Lebanon",Q984827,Sin el Fil
Mkalles,http://www.wikidata.org/entity/Q3317407,1.0,human settlement in Lebanon,Q3317407,Mkalles
Hazmiyeh,http://www.wikidata.org/entity/Q15223413,1.0,human settlement in Lebanon,Q15223413,Hazmiyeh
Sabra,http://www.wikidata.org/entity/Q3460703,1.0,female given name,Q3460703,Sabra
Central District,http://www.wikidata.org/entity/Q57525,1.0,district of Botswana,Q57525,Central District
BCD,http://www.wikidata.org/entity/Q856848,0.336,protein found in Drosophila melanogaster,Q856848,Bicoid Dmel_CG1034
the year,http://www.wikidata.org/entity/Q111370175,1.0,novel by Tolu Ajayi,Q111370175,The Year
Today,http://www.wikidata.org/entity/Q3530234,1.0,album by Galaxie 500,Q3530234,Today
Nabil Beyhum,http://www.wikidata.org/entity/Q117194817,1.0,Lebanese Sociologist and University Professor,Q117194817,Nabil Beyhum
1992,http://www.wikidata.org/entity/Q2060,1.0,year,Q2060,1992
1980s,http://www.wikidata.org/entity/Q34644,1.0,"decade of the Gregorian calendar that began on January 1, 1980",Q34644,1980s
early 1990s,http://www.wikidata.org/entity/Q1394220,0.738,economic downturn,Q1394220,Early 1990s recession
Saree Makdisi,http://www.wikidata.org/entity/Q6795784,1.0,Palestinian-Lebanese-American academic,Q6795784,Saree Makdisi
2012,http://www.wikidata.org/entity/Q1990,1.0,year,Q1990,2012
3 September 1956,http://www.wikidata.org/entity/Q69282668,0.898,date in Gregorian calendar,Q69282668,"September 3, 1956"
26 August 1994,http://www.wikidata.org/entity/Q69300282,0.809,date in Gregorian calendar,Q69300282,"August 26, 1994"
recent times,http://www.wikidata.org/entity/Q119727126,1.0,"painting by Olivia Irvine (b.1960), NHS Lothian Charity – Tonic Collection",Q119727126,Recent Times
Britain,http://www.wikidata.org/entity/Q37554962,1.0,family name,Q37554962,Britain
the Roman era,http://www.wikidata.org/entity/Q58530687,0.413,,Q58530687,"The Roman Era: The British Isles, 55 b.c.-a.d. 410"
Raouché,http://www.wikidata.org/entity/Q7293719,0.85,38th sector of Beirut,Q7293719,Raoucheh
30s,http://www.wikidata.org/entity/Q1287124,1.0,decade,Q1287124,30s
AUB,http://www.wikidata.org/entity/Q98456996,1.0,family name,Q98456996,Aub
19th century,http://www.wikidata.org/entity/Q6955,1.0,"time period between January 1, 1801, and ended on December 31, 1900",Q6955,19th century
Gemmayzeh,http://www.wikidata.org/entity/Q47459312,1.0,29th sector of Beirut,Q47459312,Gemmayzeh
1950s,http://www.wikidata.org/entity/Q36297,1.0,decade,Q36297,1950s
2008,http://www.wikidata.org/entity/Q2004,1.0,year,Q2004,2008
The New York Times,http://www.wikidata.org/entity/Q9684,1.0,American daily newspaper (founded 1851),Q9684,The New York Times
Condé Nast Traveller,http://www.wikidata.org/entity/Q5159440,1.0,"British travel magazine, first published 1997",Q5159440,Condé Nast Traveller
Sahel General,http://www.wikidata.org/entity/Q131590178,0.593,,Q131590178,Sahel Hospital
CMC,http://www.wikidata.org/entity/Q1039623,0.366,"Swiss electrical engineering company, founded 1909 in Schaffhausen, today ABB Critical Power",Q1039623,Carl Maier & Cie
Beirut Governorate,http://www.wikidata.org/entity/Q651688,1.0,governorate of Lebanon,Q651688,Beirut Governorate
The International Labour Organization,http://www.wikidata.org/entity/Q127940363,0.921,scholarly article,Q127940363,"The International Labour Organization, 1919–2019"
Université Saint-Joseph,http://www.wikidata.org/entity/Q3551483,1.0,Wikimedia disambiguation page,Q3551483,université Saint-Joseph
1866,http://www.wikidata.org/entity/Q7712,1.0,year,Q7712,1866
1875,http://www.wikidata.org/entity/Q19241510,1.0,natural number,Q19241510,1875
Lebanese American University,http://www.wikidata.org/entity/Q464361,1.0,secular and private American university located in Lebanon,Q464361,Lebanese American University
American University of Science and Technology,http://www.wikidata.org/entity/Q4745321,1.0,"university in Beirut, Lebanon",Q4745321,American University of Science and Technology
University of Balamand,http://www.wikidata.org/entity/Q1324082,1.0,private university in Lebanon,Q1324082,University of Balamand
École Supérieure des Affaires,http://www.wikidata.org/entity/Q8078043,1.0,"Graduate School of Business in Beirut, Lebanon",Q8078043,École supérieure des affaires
Beirut Arab University,http://www.wikidata.org/entity/Q2778441,1.0,"institute of higher education based in Beirut, Lebanon",Q2778441,Beirut Arab University
Haigazian University,http://www.wikidata.org/entity/Q465523,1.0,university in Lebanon,Q465523,Haigazian University
LIU,http://www.wikidata.org/entity/Q39000092,1.0,family name,Q39000092,Liu
Notre Dame University – Louaize,http://www.wikidata.org/entity/Q1529514,1.0,modern school,Q1529514,Notre Dame University – Louaize
NDU,http://www.wikidata.org/entity/Q134462957,1.0,family name,Q134462957,Ndu
Lycee Abdel Kader,http://www.wikidata.org/entity/Q3268548,0.991,"private school in Beirut, Lebanon",Q3268548,Lycée Abdel Kader
Lycée Franco-Libanais Verdun,http://www.wikidata.org/entity/Q3269055,1.0,"private school in Beirut, Lebanon",Q3269055,Lycée Franco-Libanais Verdun
American Community School,http://www.wikidata.org/entity/Q4743502,1.0,"private, independent, American international school in Chalandri, Athens, Greece",Q4743502,American Community Schools
Collège Louise Wegmann,http://www.wikidata.org/entity/Q5147626,1.0,school in Lebanon,Q5147626,Collège Louise Wegmann
Armenian Evangelical Central High School,http://www.wikidata.org/entity/Q4793176,1.0,"private school in Ashrafieh, Beirut, Lebanon",Q4793176,Armenian Evangelical Central High School
1989,http://www.wikidata.org/entity/Q17544553,1.0,2014 studio album by Taylor Swift,Q17544553,1989
1955,http://www.wikidata.org/entity/Q18577,1.0,year,Q18577,1955
1996,http://www.wikidata.org/entity/Q2070,1.0,year,Q2070,1996
Chambre de Commerce et d'Industrie de Paris,http://www.wikidata.org/entity/Q97368790,1.0,,Q97368790,Chambre de commerce et d'industrie de Paris
Beqaa,http://www.wikidata.org/entity/Q4890938,1.0,Wikimedia disambiguation page,Q4890938,Beqaa
Office des Chemins de Fer et des Transports en Commun,http://www.wikidata.org/entity/Q7072361,0.153,Lebanese government authority,Q7072361,OCFTC
2017,http://www.wikidata.org/entity/Q25290,1.0,year,Q25290,2017
2024,http://www.wikidata.org/entity/Q49619,1.0,calendar year,Q49619,2024
ACTC,http://www.wikidata.org/entity/Q17709273,0.939,protein-coding gene in the species Homo sapiens,Q17709273,ACTC1
the Ministry of Transport,http://www.wikidata.org/entity/Q4486964,0.595,,Q4486964,flag of the Ministry of Transport of the Russian Federation
Francophonie,http://www.wikidata.org/entity/Q1003588,1.0,all of the people and institutions that use predominantly French,Q1003588,Francophonie
2002,http://www.wikidata.org/entity/Q1987,1.0,calendar year,Q1987,2002
2007,http://www.wikidata.org/entity/Q2024,1.0,calendar year,Q2024,2007
every year,http://www.wikidata.org/entity/Q138773730,0.819,american series,Q138773730,Every Year After
Gemmayze,http://www.wikidata.org/entity/Q47459312,0.991,29th sector of Beirut,Q47459312,Gemmayzeh
The Archaeological Museum,http://www.wikidata.org/entity/Q100421807,0.98,,Q100421807,The Archaeological Museums
Nicolas Sursock,http://www.wikidata.org/entity/Q7029826,1.0,Lebanese art collector,Q7029826,Nicolas Sursock
Planet Discovery,http://www.wikidata.org/entity/Q68616824,0.812,scientific article published in January 1992,Q68616824,Planet discovery retracted
2000,http://www.wikidata.org/entity/Q1985,1.0,calendar year,Q1985,2000
October 2013,http://www.wikidata.org/entity/Q3039105,1.0,month of 2013,Q3039105,October 2013
Mim Museum,http://www.wikidata.org/entity/Q40888888,1.0,"museum of minerals and fossils in Beirut, Lebanon",Q40888888,Mim Museum
the Middle-East,http://www.wikidata.org/entity/Q7751278,0.983,"nightclub and restaurant in Cambridge, Massachusetts, U.S.",Q7751278,The Middle East
2010,http://www.wikidata.org/entity/Q1995,1.0,calendar year,Q1995,2010
Middle Income,http://www.wikidata.org/entity/Q106470198,1.0,having income between low class and high class,Q106470198,middle income
7 December 2014,http://www.wikidata.org/entity/Q19761432,0.889,Sunday in December 2014,Q19761432,"December 7, 2014"
La Paz,http://www.wikidata.org/entity/Q997833,1.0,"city in Canelones, Uruguay",Q997833,La Paz
Kuala Lumpur,http://www.wikidata.org/entity/Q1865,1.0,Federal territory and capital city of Malaysia,Q1865,Kuala Lumpur
Travel and Leisure,http://www.wikidata.org/entity/Q2505734,0.932,"travel magazine based in New York City, New York",Q2505734,Travel + Leisure
Télé Liban,http://www.wikidata.org/entity/Q3048428,1.0,Lebanese television network,Q3048428,Télé Liban
ÓTV,http://www.wikidata.org/entity/Q106454058,0.55,family name,Q106454058,Ötvös
Orange TV,http://www.wikidata.org/entity/Q3213030,1.0,,Q3213030,Orange TV
MTV Lebanon,http://www.wikidata.org/entity/Q45751,0.512,television station in Lebanon,Q45751,Murr Television
Catholic TV,http://www.wikidata.org/entity/Q5053245,1.0,Pakistani Catholic television channel,Q5053245,Catholic TV
New TV,http://www.wikidata.org/entity/Q106930302,1.0,vocal track by PACKS,Q106930302,New TV
ANB,http://www.wikidata.org/entity/Q51674741,0.45,forum to discuss genealogy in Sweden,Q51674741,Anbytarforum
MBC 4,http://www.wikidata.org/entity/Q1107314,1.0,Saudi television channel,Q1107314,MBC 4
Al Jazeera,http://www.wikidata.org/entity/Q13477,1.0,Qatari international television channel,Q13477,Al Jazeera
Al Yawm,http://www.wikidata.org/entity/Q124975207,0.464,periodical published in Montreal,Q124975207,al-Yawmīyah al-muʿīdah
Virgin Radio Lebanon,http://www.wikidata.org/entity/Q16991512,1.0,radio station,Q16991512,Virgin Radio Lebanon
Sawt el Ghad,http://www.wikidata.org/entity/Q3474667,1.0,radio station in Lebanon,Q3474667,Sawt El Ghad
Al Joumhouria,http://www.wikidata.org/entity/Q4704165,1.0,newspaper,Q4704165,Al Joumhouria
As-Safir,http://www.wikidata.org/entity/Q2866212,1.0,defunct Lebanese newspaper,Q2866212,As-Safir
Al-Akhbar,http://www.wikidata.org/entity/Q2830429,0.939,Mauritanian news agency,Q2830429,Al Akhbar
Ad-Diyar,http://www.wikidata.org/entity/Q2823847,1.0,daily newspaper in Lebanon,Q2823847,Ad-Diyar
Al Sharq,http://www.wikidata.org/entity/Q17070389,1.0,"Arabic daily newspaper in Doha, Qatar",Q17070389,Al Sharq
1970,http://www.wikidata.org/entity/Q2474,1.0,year,Q2474,1970
Al Intiqad,http://www.wikidata.org/entity/Q10404186,1.0,newspaper,Q10404186,Al Intiqad
Le Commerce du Levant,http://www.wikidata.org/entity/Q3221636,1.0,defunct business magazine in Lebanon,Q3221636,Le Commerce du Levant
Monday Morning,http://www.wikidata.org/entity/Q2072596,1.0,"song written and compsoed by Peter Wade Keusch, Sidh Solanki and Charlene Gilliam, originally recorded by Melanie Fiona in 2008 and released in 2009",Q2072596,Monday Morning
1957,http://www.wikidata.org/entity/Q5311,1.0,year,Q5311,1957
Sidon,http://www.wikidata.org/entity/Q16883306,1.0,family name,Q16883306,Sidon
Sagesse,http://www.wikidata.org/entity/Q37316147,1.0,family name,Q37316147,Sagesse
Al Riyadi Beirut,http://www.wikidata.org/entity/Q3433992,0.915,Lebanese basketball team,Q3433992,Al Riyadi Club Beirut
Hoops Club,http://www.wikidata.org/entity/Q5898430,1.0,Lebanese sports club,Q5898430,Hoops Club
Golf Club of Lebanon,http://www.wikidata.org/entity/Q16975782,1.0,Golf club and course in Lebanon,Q16975782,Golf Club of Lebanon
Canada,http://www.wikidata.org/entity/Q16,1.0,country in North America,Q16,Canada
Zuhair Murad,http://www.wikidata.org/entity/Q3088769,1.0,Fashion Designer,Q3088769,Zuhair Murad
